circ,circ_hash,circ_key,ori_latency,merged_latency,grape_res,1q_count,2q_count
"     ┌─────────┐
q_0: ┤ RZ(3.6) ├
     └─────────┘",51b3e730e43c9e3148cb3b5f726c143c5b5fed049249b2f4da90060341ddc11f,"[[-0.23  0.   -0.97  0.  ]
 [ 0.   -0.23  0.    0.97]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AA66DA088>,1,0
"     ┌──────────┐
q_0: ┤ RZ(-1.3) ├
     └──────────┘",e05e62ebf33b653db7a9239c551da9e5516ecbc1f89a65a531ebfbeb7b1b8e2f,"[[ 0.8   0.    0.61  0.  ]
 [ 0.    0.8   0.   -0.61]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A5BCCE748>,1,0
"     ┌─────────┐
q_0: ┤ RZ(5.2) ├
     └─────────┘",75f6079f1747090ef07adc490b38a696e8a6faaa0e73d32bec4d2bda6aa3a940,"[[-0.86  0.   -0.52  0.  ]
 [ 0.   -0.86  0.    0.52]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A4449AA88>,1,0
"                          ┌──────────┐┌─────────┐
q_0: ──■───────────────■──┤ RZ(-1.3) ├┤ RZ(5.2) ├
     ┌─┴─┐┌─────────┐┌─┴─┐├──────────┤└─────────┘
q_1: ┤ X ├┤ RZ(3.6) ├┤ X ├┤ RZ(-1.3) ├───────────
     └───┘└─────────┘└───┘└──────────┘           ",d74d9e8756393754d47be00083318a9ae6cd63f0092756be9ae2204fe13c8cea,"[[-1.    0.    0.    0.   -0.04  0.    0.    0.  ]
 [ 0.   -0.31  0.    0.    0.   -0.95  0.    0.  ]
 [ 0.    0.    0.7   0.    0.    0.   -0.72  0.  ]
 [ 0.    0.    0.    0.88  0.    0.    0.   -0.48]]",31.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B16ABAF48>,3,2
"     ┌──────────┐
q_0: ┤ RZ(-2.6) ├
     └──────────┘",b22d0e6058e0a05b140b2d2ab4fb33a7f0313228e2b5f3d94e0d8e11fba6affb,"[[ 0.27  0.    0.96  0.  ]
 [ 0.    0.27  0.   -0.96]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A5F6DC6C8>,1,0
"     ┌─────────┐
q_0: ┤ RZ(2.1) ├
     └─────────┘",597a64566798d8c419841b0c5ec9e20391cc10aaad55d029c5db0cfa2b7455e3,"[[ 0.5   0.   -0.87  0.  ]
 [ 0.    0.5   0.    0.87]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B1F741608>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-2.52) ├
     └───────────┘",e0946c4085bc666ed08862af43523474976324a2537f34964cfd5a72680f2348,"[[ 0.31  0.    0.95  0.  ]
 [ 0.    0.31  0.   -0.95]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B1BD36D08>,1,0
"                           ┌───┐┌───────┐┌───┐┌───────┐ ┌─────────┐ »
q_0: ──■────────────────■──┤ H ├┤ RZ(0) ├┤ H ├┤ RZ(0) ├─┤ RZ(2.1) ├─»
     ┌─┴─┐┌──────────┐┌─┴─┐├───┤├───────┤├───┤├───────┤┌┴─────────┴┐»
q_1: ┤ X ├┤ RZ(-2.6) ├┤ X ├┤ H ├┤ RZ(0) ├┤ H ├┤ RZ(0) ├┤ RZ(-2.52) ├»
     └───┘└──────────┘└───┘└───┘└───────┘└───┘└───────┘└───────────┘»
«     ┌──────────┐
«q_0: ┤ RZ(-8.4) ├
«     └──────────┘
«q_1: ────────────
«                 ",601792042a09fc26c9473f6617e301e755ffb7aa3bc2b4fa48e7105a04f601f5,"[[ 0.84  0.    0.    0.   -0.54  0.    0.    0.  ]
 [ 0.   -1.    0.    0.    0.    0.05  0.    0.  ]
 [ 0.    0.    0.83  0.    0.    0.    0.56  0.  ]
 [ 0.    0.    0.   -1.    0.    0.    0.   -0.03]]",46.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF3DECEC8>,7,2
"     ┌─────────┐
q_0: ┤ RZ(4.2) ├
     └─────────┘",71f2ea3acff0bc17dd106e9a0f9b8f8fd7f2e6d498720166c0862ff602f0e673,"[[-0.5   0.   -0.86  0.  ]
 [ 0.   -0.5   0.    0.86]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A18DB6E08>,1,0
"     ┌──────────┐
q_0: ┤ RZ(0.96) ├
     └──────────┘",aac4e21aec53bc31e5c7c22ad151f97808ab6adbe2198f6db246238662d92c45,"[[ 0.89  0.   -0.46  0.  ]
 [ 0.    0.89  0.    0.46]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B077000C8>,1,0
"     ┌───────────┐
q_0: ┤ RZ(0.144) ├
     └───────────┘",bd06d83d20deb64bd1107d5dbaaaa8fcd6abd2e8e2f85ff485cf200299e21768,"[[ 1.    0.   -0.07  0.  ]
 [ 0.    1.    0.    0.07]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A18F88C88>,1,0
"     ┌──────────┐
q_0: ┤ RZ(-2.7) ├
     └──────────┘",fe53afe8a99ed9168fee4f0e5416da28174e22bbc77ccf350dbd413f9f9922a4,"[[ 0.22  0.    0.98  0.  ]
 [ 0.    0.22  0.   -0.98]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A1E23F988>,1,0
"     ┌──────────┐
q_0: ┤ RZ(1.82) ├
     └──────────┘",7b181148a7afd70ffac96b8f9942f35a6cd1a5d9b0d75f2383078bc18fc563d5,"[[ 0.61  0.   -0.79  0.  ]
 [ 0.    0.61  0.    0.79]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF5A15F48>,1,0
"                             ┌───┐    ┌──────────┐┌───┐┌───────────┐»
q_0: ──■───────────────■─────┤ H ├────┤ RZ(0.96) ├┤ H ├┤ RZ(0.144) ├»
     ┌─┴─┐┌─────────┐┌─┴─┐┌──┴───┴───┐└──────────┘└───┘└───────────┘»
q_1: ┤ X ├┤ RZ(4.2) ├┤ X ├┤ RZ(1.82) ├──────────────────────────────»
     └───┘└─────────┘└───┘└──────────┘                              »
«     ┌──────────┐
«q_0: ┤ RZ(-2.7) ├
«     └──────────┘
«q_1: ────────────
«                 ",b4edbbf91b8153a77685a9411fe60294c8525b4bc25849722940d374fa4039cf,"[[-0.14  0.29  0.    0.   -0.88  0.36  0.    0.  ]
 [ 0.42  0.88  0.    0.    0.19 -0.08  0.    0.  ]
 [ 0.    0.   -0.37  0.04  0.    0.   -0.81 -0.46]
 [ 0.    0.    0.46 -0.69  0.    0.    0.07 -0.55]]",44.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A0C23CB48>,6,2
"     ┌──────────┐
q_0: ┤ RZ(0.08) ├
     └──────────┘",bef93a0fdfef5398b025a34f3873b00fad799590e6851c6fe3ea8f88b377d570,"[[ 1.    0.   -0.04  0.  ]
 [ 0.    1.    0.    0.04]]",3.5,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A058E05C8>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-0.08) ├
     └───────────┘",5a3e861dc8c768a98a1556c041386d7d9470903e962156f9038328e545ec3fae,"[[ 1.    0.    0.04  0.  ]
 [ 0.    1.    0.   -0.04]]",3.5,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AFDD58F88>,1,0
"     ┌──────────┐
q_0: ┤ RZ(0.32) ├
     └──────────┘",f4ce849867704636f589c14f5421fb97f332d3024452f6b857debe39ffae48c0,"[[ 0.99  0.   -0.16  0.  ]
 [ 0.    0.99  0.    0.16]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A45000448>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-0.16) ├
     └───────────┘",ad8fd9d1b78b338036fdd977f0e035dd108ce58ef416fc6e4a754bc6ec20b824,"[[ 1.    0.    0.08  0.  ]
 [ 0.    1.    0.   -0.08]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A431DA708>,1,0
"     ┌────────────┐
q_0: ┤ RZ(-1.824) ├
     └────────────┘",688fd6d0b848c05b24bb9e278bf2f36bbddd44620efb6f13f3bf8eab3fe246a9,"[[ 0.61  0.    0.79  0.  ]
 [ 0.    0.61  0.   -0.79]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B0024D108>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-0.24) ├
     └───────────┘",57689e9d3cd057193589bd8eb14b857edf99b2ac29f8357f07a17db9ce4069c7,"[[ 0.99  0.    0.12  0.  ]
 [ 0.    0.99  0.   -0.12]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A16088208>,1,0
"     ┌───┐ ┌──────────┐                                   ┌──────────┐»
q_0: ┤ H ├─┤ RZ(0.08) ├──────────────■─────────────────■──┤ RZ(0.26) ├»
     ├───┤┌┴──────────┤┌──────────┐┌─┴─┐┌───────────┐┌─┴─┐└──┬───┬───┘»
q_1: ┤ H ├┤ RZ(-0.08) ├┤ RZ(0.32) ├┤ X ├┤ RZ(-0.16) ├┤ X ├───┤ H ├────»
     └───┘└───────────┘└──────────┘└───┘└───────────┘└───┘   └───┘    »
«     ┌───────────┐                                            
«q_0: ┤ RZ(-1.04) ├────────────────────────────────────────────
«     ├───────────┤┌───┐┌────────────┐┌───────────┐┌──────────┐
«q_1: ┤ RZ(-1.92) ├┤ H ├┤ RZ(-1.824) ├┤ RZ(-0.24) ├┤ RZ(0.96) ├
«     └───────────┘└───┘└────────────┘└───────────┘└──────────┘",4972ce078953a0d96df513b66862e3883ae13ed5fc9adf9540f79477482b2634,"[[-0.14 -0.14  0.52  0.52  0.46  0.46 -0.02 -0.02]
 [ 0.13 -0.13  0.45 -0.45  0.38 -0.38 -0.38  0.38]
 [ 0.38  0.38 -0.18 -0.18  0.35  0.35  0.44  0.44]
 [ 0.58 -0.58  0.15 -0.15  0.    0.    0.37 -0.37]]",59.0,6.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B2A7E9D08>,10,2
"     ┌───────────┐
q_0: ┤ RZ(-0.66) ├
     └───────────┘",a671bbcdcbbd03b535bd776a0afe48437054d03ca519c8374f088ca6e8686e71,"[[ 0.95  0.    0.32  0.  ]
 [ 0.    0.95  0.   -0.32]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A5D25C4C8>,1,0
"     ┌──────────┐
q_0: ┤ RZ(2.64) ├
     └──────────┘",d3a0988556f8149c62880dd34fab5e38f62a8d2826f69d8e8b06273a1e42c6aa,"[[ 0.25  0.   -0.97  0.  ]
 [ 0.    0.25  0.    0.97]]",3.5,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B2A7CFB08>,1,0
"     ┌───────────┐
q_0: ┤ RZ(1.248) ├
     └───────────┘",584662780ac7fd85e22a8b87a3a3c5a540755345c8b1b51e38bef2b7a8656b16,"[[ 0.81  0.   -0.58  0.  ]
 [ 0.    0.81  0.    0.58]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B2C954508>,1,0
"                           ┌───┐┌───────────┐┌───┐┌────────────┐┌───────────┐»
q_0: ──■────────────────■──┤ H ├┤ RZ(-1.92) ├┤ H ├┤ RZ(-0.288) ├┤ RZ(-0.66) ├»
     ┌─┴─┐┌──────────┐┌─┴─┐├───┤├───────────┤├───┤├───────────┬┘└┬──────────┤»
q_1: ┤ X ├┤ RZ(0.52) ├┤ X ├┤ H ├┤ RZ(-1.92) ├┤ H ├┤ RZ(1.248) ├──┤ RZ(0.24) ├»
     └───┘└──────────┘└───┘└───┘└───────────┘└───┘└───────────┘  └──────────┘»
«     ┌──────────┐
«q_0: ┤ RZ(2.64) ├
«     └──────────┘
«q_1: ────────────
«                 ",3e5955d67706cbd8f9288218a300dad9b27cfd8c7d31317cc24cd7697132358b,"[[-0.09  0.46  0.46  0.18 -0.32  0.11  0.11  0.65]
 [ 0.07  0.31 -0.63  0.07  0.46  0.12 -0.24  0.46]
 [ 0.17 -0.66  0.32  0.17  0.44 -0.11  0.05  0.44]
 [-0.16 -0.45 -0.45  0.08 -0.65 -0.13 -0.13  0.32]]",50.0,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A25737CC8>,7,2
"     ┌───────────┐
q_0: ┤ RZ(-1.32) ├
     └───────────┘",2ebac61ac0d8f9e0141e4ebc525c81e6d71c9f67ded87cb7659990d6e8f90290,"[[ 0.79  0.    0.61  0.  ]
 [ 0.    0.79  0.   -0.61]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B16212A48>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-1.14) ├
     └───────────┘",b26b61f658026ff496f62ff1b2d792c5aa020f528969ae887649a9ca2c96aae8,"[[ 0.84  0.    0.54  0.  ]
 [ 0.    0.84  0.   -0.54]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A451B1808>,1,0
"     ┌──────────┐
q_0: ┤ RZ(4.56) ├
     └──────────┘",507771f844a235c4d6656a6e36e0db1c2f3476d1c29327ea0bf9665119022f56,"[[-0.65  0.   -0.76  0.  ]
 [ 0.   -0.65  0.    0.76]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A080BD188>,1,0
"                            ┌───────────┐┌──────────┐
q_0: ──■─────────────────■──┤ RZ(-1.14) ├┤ RZ(4.56) ├
     ┌─┴─┐┌───────────┐┌─┴─┐├───────────┤└──────────┘
q_1: ┤ X ├┤ RZ(-1.32) ├┤ X ├┤ RZ(-0.78) ├────────────
     └───┘└───────────┘└───┘└───────────┘            ",fe1bc7e3d0cb4afd7e2e0fd5fcc6ce0a0dd6e94d11a79306bb2c5ced0086f7d2,"[[ 0.79  0.    0.    0.   -0.61  0.    0.    0.  ]
 [ 0.    0.13  0.    0.    0.    0.99  0.    0.  ]
 [ 0.    0.   -0.93  0.    0.    0.   -0.37  0.  ]
 [ 0.    0.    0.   -0.4   0.    0.    0.    0.92]]",31.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A722BE488>,3,2
"     ┌───────────┐
q_0: ┤ RZ(-2.28) ├
     └───────────┘",bc2cdd8ea0ec202098e042cf4cb8634b44ee4103a8ce2546383f4d64152fb018,"[[ 0.42  0.    0.91  0.  ]
 [ 0.    0.42  0.   -0.91]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A32BFA108>,1,0
"     ┌──────────┐
q_0: ┤ RZ(-2.4) ├
     └──────────┘",77af9d6f49167c2c7e2f465ac9be144e2c8814f544a6e237aae06e16525ad9c0,"[[ 0.36  0.    0.93  0.  ]
 [ 0.    0.36  0.   -0.93]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A06FC92C8>,1,0
"     ┌───────────┐
q_0: ┤ RZ(0.768) ├
     └───────────┘",1703dd112d9c16e2199b92ed4652a12574ec01c4abf2be9c491cdd9c8de870d8,"[[ 0.93  0.   -0.37  0.  ]
 [ 0.    0.93  0.    0.37]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A61DA1E08>,1,0
"     ┌─────────┐
q_0: ┤ RZ(1.1) ├
     └─────────┘",a656b45ea10282a1139014e2bc376b2635fb3b4654d060bc9a267a6dcd08293d,"[[ 0.85  0.   -0.52  0.  ]
 [ 0.    0.85  0.    0.52]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A48251A08>,1,0
"                            ┌───┐┌───────────┐┌───┐┌────────────┐┌─────────┐»
q_0: ──■─────────────────■──┤ H ├┤ RZ(-0.96) ├┤ H ├┤ RZ(-0.288) ├┤ RZ(0.6) ├»
     ┌─┴─┐┌───────────┐┌─┴─┐├───┤├───────────┤├───┤├───────────┬┘├─────────┤»
q_1: ┤ X ├┤ RZ(-2.28) ├┤ X ├┤ H ├┤ RZ(-0.96) ├┤ H ├┤ RZ(0.768) ├─┤ RZ(1.1) ├»
     └───┘└───────────┘└───┘└───┘└───────────┘└───┘└───────────┘ └─────────┘»
«     ┌──────────┐
«q_0: ┤ RZ(-2.4) ├
«     └──────────┘
«q_1: ────────────
«                 ",f77678db1c8922c15e4fced60d7086c7a9fae41df72a33e3fc322deaaa609d74,"[[ 0.25  0.35  0.35 -0.07  0.75  0.21  0.21 -0.2 ]
 [ 0.3  -0.79  0.21  0.3   0.27 -0.02  0.01  0.27]
 [-0.01 -0.14  0.53 -0.01 -0.41 -0.16  0.58 -0.41]
 [-0.11  0.39  0.39  0.41 -0.18  0.13  0.13  0.67]]",48.0,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ADFBCD508>,7,2
"     ┌─────────┐
q_0: ┤ RZ(1.2) ├
     └─────────┘",91edc2115b40e24a67a09cd9d8bcafe5a1e414a136ef6e659f58c90f1cf5a907,"[[ 0.83  0.   -0.56  0.  ]
 [ 0.    0.83  0.    0.56]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A32AD3248>,1,0
"     ┌──────────┐
q_0: ┤ RZ(-5.2) ├
     └──────────┘",6e9b2971b6515a95a1e4c625a84c924da9653e7352259d38ce63bbc9fb23c412,"[[-0.86  0.    0.52  0.  ]
 [ 0.   -0.86  0.   -0.52]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A18962708>,1,0
"     ┌─────────┐
q_0: ┤ RZ(1.9) ├
     └─────────┘",6331a41c79c87d03314562bc50cb1c9135bdab70f03838af5b2125e3d5fbea9a,"[[ 0.58  0.   -0.81  0.  ]
 [ 0.    0.58  0.    0.81]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A216A9108>,1,0
"                          ┌─────────┐┌──────────┐
q_0: ──■───────────────■──┤ RZ(1.3) ├┤ RZ(-5.2) ├
     ┌─┴─┐┌─────────┐┌─┴─┐├─────────┤└──────────┘
q_1: ┤ X ├┤ RZ(1.2) ├┤ X ├┤ RZ(1.9) ├────────────
     └───┘└─────────┘└───┘└─────────┘            ",39b667ee7a1f2d32fc548a9c25f15b821f354fbda886ae4d174e214e657d4a7f,"[[ 0.92  0.    0.    0.    0.39  0.    0.    0.  ]
 [ 0.   -0.67  0.    0.    0.   -0.75  0.    0.  ]
 [ 0.    0.   -0.94  0.    0.    0.   -0.35  0.  ]
 [ 0.    0.    0.   -0.03  0.    0.    0.   -1.  ]]",34.5,15.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A3A4ADAC8>,3,2
"     ┌─────────┐
q_0: ┤ RZ(2.6) ├
     └─────────┘",66ec379b20b971856fd02599e0ad21d96cae79df2ad3a734e703ac42791e2250,"[[ 0.27  0.   -0.96  0.  ]
 [ 0.    0.27  0.    0.96]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A3DDC7088>,1,0
"     ┌──────────┐
q_0: ┤ RZ(2.52) ├
     └──────────┘",368f5eeb5ad3bb9c125686885bdf4c671566db92435f2179f16a748a2a6f3d74,"[[ 0.31  0.   -0.95  0.  ]
 [ 0.    0.31  0.    0.95]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A40CA2F88>,1,0
"     ┌────────────┐
q_0: ┤ RZ(-10.08) ├
     └────────────┘",5f8414d7ba323271fcec120f757398d68484ac870856c4a5bd46ebdb45442d40,"[[ 0.32  0.   -0.95  0.  ]
 [ 0.    0.32  0.    0.95]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A42BE9288>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-0.84) ├
     └───────────┘",a1453a7ebdd48e1c0223e42d74220a721406f4af01c63e79d757be99210a2ccf,"[[ 0.91  0.    0.41  0.  ]
 [ 0.    0.91  0.   -0.41]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A4ACB3448>,1,0
"                          ┌───┐┌───────┐┌───┐┌───────┐ ┌──────────┐»
q_0: ──■───────────────■──┤ H ├┤ RZ(0) ├┤ H ├┤ RZ(0) ├─┤ RZ(2.52) ├»
     ┌─┴─┐┌─────────┐┌─┴─┐├───┤├───────┤├───┤├───────┤┌┴──────────┤»
q_1: ┤ X ├┤ RZ(2.6) ├┤ X ├┤ H ├┤ RZ(0) ├┤ H ├┤ RZ(0) ├┤ RZ(-0.84) ├»
     └───┘└─────────┘└───┘└───┘└───────┘└───┘└───────┘└───────────┘»
«     ┌────────────┐
«q_0: ┤ RZ(-10.08) ├
«     └────────────┘
«q_1: ──────────────
«                   ",047554fe569baf32519ff3fe4f41ed58215559bed22173f996408dc542aa36ff,"[[-0.97  0.    0.    0.    0.24  0.    0.    0.  ]
 [ 0.   -0.47  0.    0.    0.   -0.88  0.    0.  ]
 [ 0.    0.   -0.05  0.    0.    0.   -1.    0.  ]
 [ 0.    0.    0.    0.71  0.    0.    0.    0.71]]",46.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A42B07088>,7,2
"     ┌──────────┐
q_0: ┤ RZ(5.04) ├
     └──────────┘",4aab3ca737b714cd4cbd071b87a898e4134f59c7b5a7c7694898bdebbb216c4a,"[[-0.81  0.   -0.58  0.  ]
 [ 0.   -0.81  0.    0.58]]",3.5,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A47B0A048>,1,0
"     ┌──────────┐
q_0: ┤ RZ(7.28) ├
     └──────────┘",f849c440a4816c756fb4d90ac7ffbf80f26ea9a0edd27937536239beb078dadd,"[[-0.88  0.    0.48  0.  ]
 [ 0.   -0.88  0.   -0.48]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A432BC588>,1,0
"                           ┌───────────┐┌──────────┐
q_0: ──■────────────────■──┤ RZ(-1.82) ├┤ RZ(7.28) ├
     ┌─┴─┐┌──────────┐┌─┴─┐├───────────┤└──────────┘
q_1: ┤ X ├┤ RZ(5.04) ├┤ X ├┤ RZ(-1.82) ├────────────
     └───┘└──────────┘└───┘└───────────┘            ",601f5b9c17d4ec0ceb7cf5c812347dfdc1d8b9bb82cd4a053af84953e43ee676,"[[-0.36  0.    0.    0.    0.93  0.    0.    0.  ]
 [ 0.    0.99  0.    0.    0.   -0.12  0.    0.  ]
 [ 0.    0.    0.44  0.    0.    0.   -0.9   0.  ]
 [ 0.    0.    0.    0.76  0.    0.    0.   -0.64]]",34.5,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B237A4C08>,3,2
"     ┌───────────┐
q_0: ┤ RZ(-3.64) ├
     └───────────┘",3afd00b385f1da4c72e9307a390a515ae38551ee8db9b16aeee304f827380d01,"[[-0.25  0.    0.97  0.  ]
 [ 0.   -0.25  0.   -0.97]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A44116748>,1,0
"     ┌────────────┐
q_0: ┤ RZ(-0.432) ├
     └────────────┘",b7c74c55b36bf1e9c59b63265a34045aefe9dc55fd0e47cac3897130e0f230b7,"[[ 0.98  0.    0.21  0.  ]
 [ 0.    0.98  0.   -0.21]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A63D86888>,1,0
"     ┌─────────┐
q_0: ┤ RZ(2.7) ├
     └─────────┘",da3557cf7c0fe6b45d71e5fc6b07f7e07c5dfe88a1e56bfffd18cd14896d732d,"[[ 0.22  0.   -0.98  0.  ]
 [ 0.    0.22  0.    0.98]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A5F71E9C8>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-10.8) ├
     └───────────┘",865007f340acf0d32d81e777a58f1f3aa1a058c4e7d9792bb0363d1eb57b486f,"[[ 0.63  0.   -0.77  0.  ]
 [ 0.    0.63  0.    0.77]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A915C2E48>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-3.24) ├
     └───────────┘",0cf14452e55ea037a15c467b924947f535772b92a3f0c01958bc0cfeb74a0b3d,"[[-0.05  0.    1.    0.  ]
 [ 0.   -0.05  0.   -1.  ]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A26A29DC8>,1,0
"                            ┌───┐┌──────────┐┌───┐┌────────────┐ ┌─────────┐ »
q_0: ──■─────────────────■──┤ H ├┤ RZ(0.96) ├┤ H ├┤ RZ(-0.432) ├─┤ RZ(2.7) ├─»
     ┌─┴─┐┌───────────┐┌─┴─┐├───┤├──────────┤├───┤├────────────┤┌┴─────────┴┐»
q_1: ┤ X ├┤ RZ(-3.64) ├┤ X ├┤ H ├┤ RZ(0.96) ├┤ H ├┤ RZ(-0.576) ├┤ RZ(-3.24) ├»
     └───┘└───────────┘└───┘└───┘└──────────┘└───┘└────────────┘└───────────┘»
«     ┌───────────┐
«q_0: ┤ RZ(-10.8) ├
«     └───────────┘
«q_1: ─────────────
«                  ",048421a79ff5c4426e7d208fc7baf8ff4be80fbaca7fed9ad59442618c22649d,"[[-0.11 -0.38 -0.38  0.03  0.78  0.14  0.14 -0.21]
 [-0.21 -0.4   0.11 -0.21 -0.35  0.68 -0.18 -0.35]
 [-0.35 -0.18  0.68 -0.35  0.21 -0.11  0.4   0.21]
 [ 0.07 -0.41 -0.41 -0.28 -0.2   0.06  0.06  0.74]]",49.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A1F61B0C8>,7,2
"     ┌─────────┐
q_0: ┤ RZ(5.4) ├
     └─────────┘",3be351ceb01e81d0674400006ed91810a34a7f95142604b3ce073f12ca5e31c7,"[[-0.9   0.   -0.43  0.  ]
 [ 0.   -0.9   0.    0.43]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A34549388>,1,0
"     ┌──────────┐
q_0: ┤ RZ(1.92) ├
     └──────────┘",4ddc4b4cac2179139899051e015c12aa55761f4142e93a5bc0e7c0cca08d4de8,"[[ 0.57  0.   -0.82  0.  ]
 [ 0.    0.57  0.    0.82]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A38270088>,1,0
"     ┌───────────┐
q_0: ┤ RZ(0.288) ├
     └───────────┘",d597a369a84dd3d6c462bd1563c4173f0f5499ddbbd8bd38097217777f2544a6,"[[ 0.99  0.   -0.14  0.  ]
 [ 0.    0.99  0.    0.14]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A3F978088>,1,0
"     ┌──────────┐
q_0: ┤ RZ(2.34) ├
     └──────────┘",42b28db355ce2c7614f6560feeed64f81e73b8fb4060d9f7eff375d6d63687fd,"[[ 0.39  0.   -0.92  0.  ]
 [ 0.    0.39  0.    0.92]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A4CFB9B48>,1,0
"                             ┌───┐    ┌──────────┐┌───┐┌───────────┐
q_0: ──■───────────────■─────┤ H ├────┤ RZ(1.92) ├┤ H ├┤ RZ(0.288) ├
     ┌─┴─┐┌─────────┐┌─┴─┐┌──┴───┴───┐└──────────┘└───┘└───────────┘
q_1: ┤ X ├┤ RZ(5.4) ├┤ X ├┤ RZ(2.34) ├──────────────────────────────
     └───┘└─────────┘└───┘└──────────┘                              ",95a4358b6f8e6b0870d4c2698edce74bd5cde517fda70610eb1b6da620c6d92c,"[[-0.37  0.81  0.    0.    0.44 -0.15  0.    0.  ]
 [ 0.45 -0.06  0.    0.    0.68  0.57  0.    0.  ]
 [ 0.    0.   -0.48 -0.81  0.    0.   -0.32  0.08]
 [ 0.    0.   -0.63  0.11  0.    0.    0.53 -0.56]]",44.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A4E61D2C8>,5,2
